m_bar,vmax,r_vmax,g_bar,g_obs
1369781517.5671685,81.947,9.897697077059345,1.9494679153817015e-12,2.1987621877276664e-11
593755535.8724535,72.6403,11.175081192795986,6.628868490438805e-13,1.5302094178513436e-11
4524431650.428107,174.717,0.2883082373782108,7.588973487802295e-09,3.4313070018176604e-09
270106288.75110716,69.394,9.530558015943313,4.1460176130139467e-13,1.6374641994206878e-11
38396811.337466784,56.1489,19.1879244168881,1.454026318508472e-14,5.3247694116485175e-12
43253616.77000295,52.2824,15.945527015057575,2.371798436691392e-14,5.555439888225367e-12
3600590493.0617065,226.921,0.11086507233540006,4.084297295613576e-08,1.5052232999055088e-08
121242987.89489223,60.7981,7.474313551815767,3.0258480189932857e-13,1.6027102019245025e-11
143194567.4638323,64.437,13.47372305875406,1.0997258018727365e-13,9.986867970286923e-12
472438736.34484786,68.7655,8.967965751402422,8.190128635777165e-13,1.7088091810851624e-11
387555358.724535,62.7752,14.352967227635075,2.6229104631539195e-13,8.897762643611764e-12
938869205.786832,63.8164,7.2232063773250665,2.5088699722152924e-12,1.827178088078432e-11
136403897.25420725,61.5705,17.86507233540006,5.958683617055162e-14,6.876807719445129e-12
228196043.69648656,59.2882,10.999852376734573,2.629465656754042e-13,1.035609375044772e-11
1462976085.0310009,79.1718,7.027457927369353,4.130226075364568e-12,2.890607219801706e-11
